# Threat Intelligence Export Feed
# Dataset Version: 1.0
# Generated: 2025-03-10
#
# Column Definitions:
# record_id           -> Unique record identifier for the threat event
# src_ip              -> Source IP address involved in the activity
# dst_ip              -> Destination IP observed in telemetry
# indicator_value     -> Main indicator (hash/domain/url/ip)
# indicator_type      -> Type of IOC (md5, sha256, domain, url, ip)
# first_seen_epoch    -> First observed timestamp in epoch format
# last_seen_epoch     -> Last observed timestamp in epoch format (may be empty if still active)
# severity_score      -> Threat severity score (0-100)
# confidence_score    -> Confidence in detection (0-100)
# campaign            -> Associated malware campaign or threat actor
# context_details     -> Complex structured metadata (JSON-like string with host/user/process info)
# tags                -> Pipe-separated classification tags
# analyst_note        -> Analyst investigation note
# reviewed            -> Whether the IOC has been reviewed (true/false)
record_id,src_ip,dst_ip,indicator_value,indicator_type,first_seen_epoch,last_seen_epoch,severity_score,confidence_score,campaign,context_details,tags,analyst_note,reviewed
R01852,197.36.175.73,10.0.12.75,http://update-check.cn/update.bin,url,1704073858,1705482076,72,42,CobaltStrike,"{host:HR-PC17,user:analyst,process:cmd.exe,geo:KP,asn:AS11540}",loader|recon|dropper|beacon,Automated detection alert,false
R01853,78.220.244.162,10.0.3.40,911e0ed1d1b6415350dd05970f58215b2627e3dfbcf837d339b7bd8df4e07afb,sha256,1705497065,1706848256,71,95,APT29,"{host:FIN-SRV02,user:jdoe,process:powershell.exe,geo:IR,asn:AS53113}",download|scanner|infostealer,Automated detection alert,true
R01854,75.128.124.76,10.0.4.109,http://data-node.top/stage.bin,url,1704338916,1705789388,92,61,LockBit,"{host:SALES-PC09,user:jdoe,process:wscript.exe,geo:IR,asn:AS6316}",recon|dropper|c2,Confirmed malicious beacon,true
R01855,46.5.15.132,10.0.12.182,6ad2d31dda47f26955d462e30252c9bea90c6d243ff0445e651689cf461819d0,sha256,1704849156,1705599062,89,50,CobaltStrike,"{host:OPS-SRV03,user:svc_backup,process:cmd.exe,geo:DE,asn:AS33257}",dropper|recon,Confirmed malicious beacon,true
R01856,152.69.193.161,10.0.5.104,e9245919ebb383bc36a9e5eb2ec1b590,md5,1706035912,1707948155,77,69,Unknown,"{host:SALES-PC09,user:analyst,process:wscript.exe,geo:IR,asn:AS59190}",malware|download|phishing,Confirmed malicious beacon,true
R01857,209.192.106.254,10.0.14.213,http://update-check.ru/drop.bin,url,1705272754,1706455455,52,58,Unknown,"{host:ENG-LT02,user:bpatel,process:outlook.exe,geo:KP,asn:AS45480}",phishing|lateral|malware|loader,Requires further investigation,true
R01858,177.209.62.48,10.0.20.153,108.95.218.99,ip,1704492245,1706333865,94,50,Emotet,"{host:FIN-SRV02,user:svc_backup,process:wscript.exe,geo:IR,asn:AS19231}",ransomware|phishing|infostealer|download,Possible lateral movement,true
R01859,99.126.236.231,10.0.1.172,889fe9f6362adc596d548b00c7350bd5,md5,1705758236,1706679264,73,87,APT29,"{host:OPS-SRV03,user:analyst,process:rundll32.exe,geo:IR,asn:AS32939}",lateral|apt,Automated detection alert,false
R01860,5.118.253.251,10.0.3.52,http://data-node.xyz/payload.bin,url,1705880683,1707767878,72,64,Mirai,"{host:HR-PC17,user:mwong,process:outlook.exe,geo:RU,asn:AS13681}",lateral|c2|email,Requires further investigation,false
R01861,248.201.144.201,10.0.4.79,backup-sync.top,domain,1705400537,,53,76,Emotet,"{host:ENG-LT02,user:guest,process:wscript.exe,geo:NL,asn:AS12861}",email|phishing|apt|c2,Confirmed malicious beacon,false
R01862,1.186.37.29,10.0.14.125,cdn-stage.net,domain,1704760049,1705937483,61,81,CobaltStrike,"{host:FIN-SRV02,user:mwong,process:wscript.exe,geo:KP,asn:AS2403}",ransomware|scanner,Confirmed malicious beacon,false
R01863,182.6.119.136,10.0.10.197,aa306c8bde44dd6d9be7841da13a81f3,md5,1704930715,1705064500,60,80,TrickBot,"{host:DEV-LT07,user:svc_backup,process:outlook.exe,geo:NL,asn:AS13877}",c2|ransomware|beacon|loader,Requires further investigation,true
R01864,23.22.239.17,10.0.4.175,data-node.net,domain,1704572891,1706106393,90,49,BlackCat,"{host:HR-PC17,user:mwong,process:cmd.exe,geo:CN,asn:AS3795}",scanner|apt|recon|phishing,Possible lateral movement,true
R01865,201.37.105.58,10.0.10.74,cdn-stage.net,domain,1704160765,1705647307,40,51,RedLine,"{host:ENG-LT02,user:bpatel,process:outlook.exe,geo:KP,asn:AS21115}",lateral|phishing|ransomware|infostealer,Possible lateral movement,false
R01866,88.230.152.227,10.0.0.182,update-check.net,domain,1704735137,1706505408,71,63,APT29,"{host:SALES-PC09,user:jdoe,process:outlook.exe,geo:RU,asn:AS57427}",download|dropper|scanner,Automated detection alert,true
R01867,19.84.128.98,10.0.5.122,1ceefed02dcfd05eceaca0651a2005fd,md5,1704206819,1705307655,94,42,Mirai,"{host:SALES-PC09,user:jdoe,process:powershell.exe,geo:CN,asn:AS64347}",dropper|beacon|lateral|c2,Confirmed malicious beacon,false
R01868,62.90.54.121,10.0.16.86,19d77bc68eb99e05309ed1e74faede35,md5,1705918035,,44,87,BlackCat,"{host:OPS-SRV03,user:jdoe,process:cmd.exe,geo:RU,asn:AS15828}",scanner|malware,Possible lateral movement,false
R01869,111.110.207.117,10.0.14.243,auth-panel.cn,domain,1704383828,1706305837,100,91,Emotet,"{host:HR-PC17,user:guest,process:powershell.exe,geo:RU,asn:AS29724}",c2|email,Suspicious download observed,true
R01870,192.147.69.119,10.0.16.76,244.106.83.148,ip,1704518222,1705818686,41,47,Emotet,"{host:DEV-LT07,user:admin,process:cmd.exe,geo:IR,asn:AS59697}",c2|apt|dropper,Requires further investigation,false
R01871,116.168.171.7,10.0.2.229,a8643002f4af4ac805ad65d1b8afab48,md5,1705408746,,95,78,RedLine,"{host:EDGE-GW01,user:asmith,process:cmd.exe,geo:DE,asn:AS30438}",phishing|apt|ransomware|infostealer,Confirmed malicious beacon,false
R01872,162.33.73.243,10.0.10.93,3bb5302e7d9502a8492078cd55686295,md5,1705259602,1707172384,62,84,CobaltStrike,"{host:FIN-SRV02,user:jdoe,process:chrome.exe,geo:NL,asn:AS41102}",apt|download,Confirmed malicious beacon,true
R01873,99.198.78.110,10.0.10.249,241.32.25.184,ip,1704501126,1706397135,95,94,RedLine,"{host:HR-PC17,user:admin,process:rundll32.exe,geo:CN,asn:AS8265}",beacon|infostealer|recon,Requires further investigation,false
R01874,22.56.37.93,10.0.3.124,http://update-check.net/payload.bin,url,1705464812,1706951016,41,97,RedLine,"{host:ENG-LT02,user:mwong,process:powershell.exe,geo:IR,asn:AS41145}",download|malware|ransomware,Suspicious download observed,true
R01875,201.17.38.30,10.0.1.190,data-node.ru,domain,1704601272,1705138576,66,78,CobaltStrike,"{host:HR-PC17,user:svc_backup,process:cmd.exe,geo:RU,asn:AS47461}",malware|scanner|dropper,Confirmed malicious beacon,false
R01876,165.23.183.114,10.0.16.211,253.211.80.167,ip,1705935047,1705985968,94,50,BlackCat,"{host:FIN-SRV01,user:svc_backup,process:wscript.exe,geo:CN,asn:AS34698}",ransomware|scanner,Possible lateral movement,false
R01877,226.170.143.141,10.0.4.200,243.107.215.11,ip,1705956279,1707741375,61,44,RedLine,"{host:FIN-SRV01,user:asmith,process:wscript.exe,geo:KP,asn:AS62789}",loader|dropper|phishing|download,Automated detection alert,false
R01878,40.181.32.122,10.0.0.193,http://data-node.net/drop.bin,url,1705237446,1705714788,77,55,APT29,"{host:FIN-SRV02,user:jdoe,process:chrome.exe,geo:KP,asn:AS3336}",lateral|beacon|c2,Requires further investigation,true
R01879,125.51.45.60,10.0.0.104,59.117.64.107,ip,1704838703,,80,95,CobaltStrike,"{host:ENG-LT02,user:asmith,process:powershell.exe,geo:NL,asn:AS7113}",recon|loader|ransomware,Possible lateral movement,true
R01880,206.20.198.247,10.0.15.160,secure-login.xyz,domain,1704905704,1705536352,97,48,QakBot,"{host:DEV-LT07,user:guest,process:chrome.exe,geo:IR,asn:AS29558}",email|c2,Possible lateral movement,true
R01881,26.56.224.56,10.0.10.157,92.114.78.5,ip,1705982906,1706131681,98,57,CobaltStrike,"{host:OPS-SRV03,user:bpatel,process:rundll32.exe,geo:KP,asn:AS63751}",ransomware|infostealer,Confirmed malicious beacon,false
R01882,88.229.173.54,10.0.15.128,a9b1c860a05e78d92217d36e52ba51b5ca39ab89954da6395309857ae81f55e0,sha256,1705395329,1705479600,49,49,Mirai,"{host:DEV-LT07,user:guest,process:wscript.exe,geo:RU,asn:AS18703}",phishing|dropper|malware,Automated detection alert,true
R01883,89.223.106.179,10.0.5.23,secure-login.ru,domain,1705645915,,74,43,CobaltStrike,"{host:FIN-SRV01,user:guest,process:cmd.exe,geo:DE,asn:AS15780}",malware|dropper,Confirmed malicious beacon,false
R01884,226.79.146.213,10.0.6.173,185.34.198.112,ip,1705483461,,42,98,TrickBot,"{host:HR-PC17,user:analyst,process:chrome.exe,geo:KP,asn:AS57331}",infostealer|phishing|lateral|beacon,Requires further investigation,false
R01885,108.214.23.97,10.0.10.218,ce54c49873518e48c7cb1c6b3c65f59d,md5,1704515460,1705501252,84,73,BlackCat,"{host:SALES-PC09,user:mwong,process:cmd.exe,geo:NL,asn:AS16373}",email|apt|phishing|loader,Possible lateral movement,false
R01886,80.54.125.99,10.0.13.56,secure-login.cn,domain,1705804652,,91,46,QakBot,"{host:FIN-SRV01,user:admin,process:powershell.exe,geo:KP,asn:AS57143}",ransomware|infostealer,Requires further investigation,true
R01887,237.86.124.27,10.0.0.37,95.224.66.155,ip,1704970615,1706818687,51,44,Emotet,"{host:DEV-LT07,user:bpatel,process:chrome.exe,geo:KP,asn:AS3816}",recon|download,Confirmed malicious beacon,true
R01888,152.3.79.160,10.0.0.58,119.250.28.230,ip,1705419853,1705726501,86,70,Mirai,"{host:OPS-SRV03,user:admin,process:outlook.exe,geo:KP,asn:AS61744}",ransomware|c2,Suspicious download observed,true
R01889,159.195.202.44,10.0.10.50,1.182.176.75,ip,1704242283,1705248563,75,43,TrickBot,"{host:EDGE-GW01,user:bpatel,process:powershell.exe,geo:CN,asn:AS30603}",ransomware|loader|lateral,Suspicious download observed,false
R01890,212.244.138.229,10.0.1.92,9f7ebaae232fd06369fe724daad3fd51,md5,1705280583,1706116628,94,46,RedLine,"{host:ENG-LT02,user:svc_backup,process:wscript.exe,geo:IR,asn:AS61662}",infostealer|scanner|apt,Automated detection alert,true
R01891,55.86.122.142,10.0.19.203,005a1ea77ae3d39c4a86a2d2d49f13cc3393d96b39a71da97c1e7106532d772c,sha256,1704836468,1706276637,86,68,BlackCat,"{host:FIN-SRV02,user:mwong,process:rundll32.exe,geo:DE,asn:AS10449}",phishing|malware|ransomware|beacon,Requires further investigation,true
R01892,250.31.176.183,10.0.11.28,update-check.xyz,domain,1704211071,1705202688,98,56,CobaltStrike,"{host:OPS-SRV03,user:admin,process:cmd.exe,geo:DE,asn:AS28966}",scanner|phishing|malware,Suspicious download observed,true
R01893,213.101.208.161,10.0.15.44,d41fc555a5ff9db1e96e7299fb137c79,md5,1705496220,1705976522,45,69,BlackCat,"{host:EDGE-GW01,user:admin,process:rundll32.exe,geo:CN,asn:AS41621}",download|malware|phishing,Confirmed malicious beacon,true
R01894,10.13.141.81,10.0.16.101,103.154.92.160,ip,1705026083,,45,77,RedLine,"{host:OPS-SRV03,user:jdoe,process:powershell.exe,geo:CN,asn:AS11998}",lateral|c2|phishing,Possible lateral movement,false
R01895,30.184.72.89,10.0.3.225,data-node.xyz,domain,1705998782,1706774830,81,45,TrickBot,"{host:SALES-PC09,user:bpatel,process:wscript.exe,geo:CN,asn:AS54215}",loader|recon,Confirmed malicious beacon,false
R01896,147.6.156.49,10.0.18.231,136.207.17.171,ip,1705263613,,97,60,CobaltStrike,"{host:OPS-SRV03,user:jdoe,process:rundll32.exe,geo:CN,asn:AS36694}",malware|infostealer|beacon,Possible lateral movement,false
R01897,60.137.198.97,10.0.5.200,update-check.top,domain,1704638499,1705757468,59,100,Emotet,"{host:SALES-PC09,user:guest,process:wscript.exe,geo:KP,asn:AS42860}",apt|dropper,Requires further investigation,false
R01898,149.175.187.226,10.0.3.200,d0d0d7cad9cbe94540fe93b50f9d613d,md5,1704134718,1704851021,56,71,Unknown,"{host:FIN-SRV01,user:asmith,process:wscript.exe,geo:NL,asn:AS52100}",dropper|ransomware,Possible lateral movement,false
R01899,63.55.217.96,10.0.8.23,13.212.189.40,ip,1705829561,1707684579,59,43,RedLine,"{host:FIN-SRV01,user:bpatel,process:rundll32.exe,geo:IR,asn:AS24531}",recon|dropper,Suspicious download observed,true
R01900,88.118.65.146,10.0.19.220,http://data-node.cn/payload.bin,url,1705521939,1706611796,76,58,Mirai,"{host:DEV-LT07,user:admin,process:cmd.exe,geo:DE,asn:AS45586}",ransomware|infostealer,Suspicious download observed,false
R01901,44.28.135.154,10.0.9.128,http://auth-panel.org/update.bin,url,1704745002,1706378608,73,56,CobaltStrike,"{host:EDGE-GW01,user:bpatel,process:wscript.exe,geo:IR,asn:AS61496}",email|apt|ransomware|scanner,Possible lateral movement,false
R01902,40.168.53.222,10.0.17.200,http://auth-panel.top/update.bin,url,1704634838,1705147720,77,43,TrickBot,"{host:HR-PC17,user:jdoe,process:rundll32.exe,geo:RU,asn:AS47010}",malware|beacon|apt,Suspicious download observed,false
R01903,32.215.3.35,10.0.5.152,http://auth-panel.org/update.bin,url,1704238897,,86,69,QakBot,"{host:FIN-SRV02,user:admin,process:outlook.exe,geo:DE,asn:AS16738}",loader|dropper|malware|scanner,Requires further investigation,false
R01904,147.66.234.196,10.0.16.168,http://data-node.net/payload.bin,url,1705631981,1707159501,82,84,Mirai,"{host:ENG-LT02,user:bpatel,process:wscript.exe,geo:RU,asn:AS62397}",email|infostealer,Automated detection alert,true
R01905,243.19.165.116,10.0.10.24,4703bb00fc301b1f36ff748a19c2e231f79629ae5e8b2bb0ec3d37bbe0710185,sha256,1705233016,1705387671,43,49,CobaltStrike,"{host:DEV-LT07,user:asmith,process:outlook.exe,geo:KP,asn:AS27045}",apt|dropper|download,Confirmed malicious beacon,true
R01906,99.79.172.120,10.0.15.153,168.233.152.74,ip,1705623758,1706192686,87,65,Emotet,"{host:DEV-LT07,user:guest,process:outlook.exe,geo:NL,asn:AS33878}",dropper|malware|download|apt,Automated detection alert,false
R01907,197.134.112.3,10.0.10.170,9bf5907cb96059a0887a978c36fc9451f90173b53ee5189d2ef19be6101688b5,sha256,1704482077,,88,99,CobaltStrike,"{host:EDGE-GW01,user:asmith,process:wscript.exe,geo:RU,asn:AS44397}",beacon|email|phishing|scanner,Confirmed malicious beacon,false
R01908,10.228.222.19,10.0.13.141,a2bfa3d0c89ec3b6db6e06f7e36363d21df8b3393a9c42448831c65cf4951075,sha256,1705904656,1706765025,77,61,RedLine,"{host:OPS-SRV03,user:analyst,process:rundll32.exe,geo:NL,asn:AS64028}",infostealer|scanner|phishing,Automated detection alert,true
R01909,143.61.107.72,10.0.16.15,155.10.51.131,ip,1704797917,1705263448,94,86,RedLine,"{host:HR-PC17,user:analyst,process:outlook.exe,geo:CN,asn:AS19498}",malware|infostealer,Confirmed malicious beacon,true
R01910,192.144.186.204,10.0.17.77,http://data-node.cn/update.bin,url,1705676867,1706523952,83,73,CobaltStrike,"{host:FIN-SRV02,user:analyst,process:rundll32.exe,geo:NL,asn:AS39862}",lateral|scanner|ransomware|c2,Suspicious download observed,true
R01911,250.134.214.77,10.0.13.231,80f3b538c821e7aae186969b51d89b2e,md5,1705502296,1707073157,96,80,BlackCat,"{host:ENG-LT02,user:guest,process:powershell.exe,geo:CN,asn:AS60099}",ransomware|infostealer|download|dropper,Automated detection alert,true
R01912,244.45.174.163,10.0.10.252,6bbfd1f736933c599fb25d797d158865,md5,1705917912,1706329630,52,60,Mirai,"{host:HR-PC17,user:bpatel,process:outlook.exe,geo:RU,asn:AS21321}",lateral|phishing|recon|ransomware,Possible lateral movement,false
R01913,41.99.42.99,10.0.10.225,http://data-node.org/panel.bin,url,1704291369,1705921241,69,76,RedLine,"{host:DEV-LT07,user:svc_backup,process:outlook.exe,geo:NL,asn:AS47206}",lateral|loader,Requires further investigation,false
R01914,177.28.119.216,10.0.8.130,512f77178e7425b8a64a923f1bf370c98d5ef69c0f55aa715aa409d8323647d1,sha256,1705668529,1706791614,46,77,BlackCat,"{host:HR-PC17,user:admin,process:wscript.exe,geo:NL,asn:AS28258}",dropper|scanner|phishing|email,Suspicious download observed,false
R01915,136.46.169.173,10.0.4.88,8b0c22e6715200592616927f528ff497,md5,1705593549,1706255119,99,85,LockBit,"{host:DEV-LT07,user:guest,process:powershell.exe,geo:CN,asn:AS47576}",ransomware|beacon|lateral,Suspicious download observed,false
R01916,86.105.102.243,10.0.17.158,http://auth-panel.net/stage.bin,url,1705487673,1705508591,58,40,CobaltStrike,"{host:HR-PC17,user:jdoe,process:powershell.exe,geo:NL,asn:AS48986}",loader|download,Automated detection alert,false
R01917,148.226.182.238,10.0.7.125,83ff972b467cdbafc29c8d979e8c4ef2fe2d6de6c1c49fc63d22855ce75c8ad2,sha256,1704742037,1706026859,72,53,APT29,"{host:FIN-SRV02,user:bpatel,process:cmd.exe,geo:NL,asn:AS32710}",infostealer|download|c2|loader,Automated detection alert,false
R01918,194.15.14.139,10.0.3.65,2e19257e02a61252f1ece86a149f2a9d,md5,1705662444,1706524546,97,60,Mirai,"{host:OPS-SRV03,user:svc_backup,process:cmd.exe,geo:RU,asn:AS3770}",beacon|c2,Confirmed malicious beacon,true
R01919,233.239.25.193,10.0.17.140,http://secure-login.top/drop.bin,url,1705916193,1706468033,48,74,APT29,"{host:FIN-SRV02,user:mwong,process:rundll32.exe,geo:RU,asn:AS39771}",infostealer|scanner|download|lateral,Automated detection alert,true
R01920,10.233.200.85,10.0.17.21,adcfb062a7a217e0c70e37310645c73b,md5,1705743453,,97,60,LockBit,"{host:OPS-SRV03,user:admin,process:chrome.exe,geo:NL,asn:AS13465}",scanner|malware|c2,Possible lateral movement,true
R01921,74.107.112.186,10.0.6.175,9e74955cb5c60bac55d20dbdc014ca0784890028f08f2e0bcff7f1e1622123d2,sha256,1704646222,1705645746,42,90,LockBit,"{host:SALES-PC09,user:bpatel,process:chrome.exe,geo:CN,asn:AS27458}",recon|ransomware|apt,Confirmed malicious beacon,true
R01922,136.197.144.35,10.0.10.51,http://data-node.net/drop.bin,url,1705981605,1707804356,59,63,LockBit,"{host:OPS-SRV03,user:svc_backup,process:wscript.exe,geo:NL,asn:AS1421}",infostealer|apt|download|lateral,Suspicious download observed,true
R01923,250.90.80.146,10.0.20.59,data-node.ru,domain,1704448997,1705751196,81,82,CobaltStrike,"{host:DEV-LT07,user:guest,process:cmd.exe,geo:NL,asn:AS60316}",phishing|beacon|apt,Confirmed malicious beacon,true
R01924,83.33.62.158,10.0.3.68,secure-login.xyz,domain,1705518063,1706877215,100,51,BlackCat,"{host:HR-PC17,user:asmith,process:chrome.exe,geo:DE,asn:AS62098}",lateral|ransomware|download,Requires further investigation,false
R01925,209.90.155.225,10.0.3.86,http://update-check.cn/panel.bin,url,1705560759,1706774447,98,80,BlackCat,"{host:FIN-SRV01,user:mwong,process:cmd.exe,geo:DE,asn:AS32908}",loader|download,Automated detection alert,true
R01926,97.229.214.233,10.0.7.65,58.60.155.211,ip,1705736792,1706186032,90,50,TrickBot,"{host:SALES-PC09,user:guest,process:outlook.exe,geo:IR,asn:AS38559}",dropper|apt|c2|scanner,Suspicious download observed,true
R01927,21.176.157.237,10.0.12.2,ed5cafb5549a0078642ea81e1d27f4a0,md5,1705853455,,78,51,BlackCat,"{host:HR-PC17,user:jdoe,process:outlook.exe,geo:IR,asn:AS55786}",loader|dropper,Confirmed malicious beacon,true
R01928,21.161.190.192,10.0.0.66,1.93.225.122,ip,1704681287,1704948951,90,66,Mirai,"{host:OPS-SRV03,user:bpatel,process:outlook.exe,geo:NL,asn:AS10349}",download|c2|lateral|loader,Requires further investigation,false
R01929,169.235.150.11,10.0.5.194,data-node.xyz,domain,1704945599,1706890776,54,47,Emotet,"{host:FIN-SRV01,user:jdoe,process:outlook.exe,geo:KP,asn:AS43249}",loader|lateral|dropper,Requires further investigation,false
R01930,122.159.208.112,10.0.3.50,43c6db6f09e6558007847faa5561c059,md5,1704906415,,65,62,CobaltStrike,"{host:OPS-SRV03,user:svc_backup,process:cmd.exe,geo:KP,asn:AS45001}",apt|email|infostealer,Suspicious download observed,false
R01931,2.23.242.63,10.0.7.243,133.53.84.212,ip,1705453389,1705828698,93,100,BlackCat,"{host:HR-PC17,user:bpatel,process:powershell.exe,geo:CN,asn:AS14237}",recon|email|malware|c2,Automated detection alert,true
R01932,41.117.43.210,10.0.2.125,http://data-node.org/stage.bin,url,1704139055,1705992525,63,80,RedLine,"{host:OPS-SRV03,user:admin,process:powershell.exe,geo:NL,asn:AS22811}",infostealer|recon|beacon,Suspicious download observed,true
R01933,186.7.239.90,10.0.6.238,217.74.138.14,ip,1704908230,1706513856,75,64,Mirai,"{host:OPS-SRV03,user:svc_backup,process:outlook.exe,geo:KP,asn:AS33657}",lateral|ransomware|scanner,Requires further investigation,true
R01934,194.62.106.168,10.0.19.196,63e383a20445af526666ef8e2ac50e89,md5,1705561604,1706251167,82,54,TrickBot,"{host:OPS-SRV03,user:asmith,process:cmd.exe,geo:NL,asn:AS41061}",malware|infostealer,Confirmed malicious beacon,true
R01935,245.201.238.30,10.0.7.215,500644f393e861880d1b87a5d3b03155,md5,1705768555,1707268303,83,97,TrickBot,"{host:HR-PC17,user:analyst,process:powershell.exe,geo:NL,asn:AS38335}",email|ransomware|recon|c2,Automated detection alert,true
R01936,46.235.80.42,10.0.8.144,8.221.40.102,ip,1705828629,1707291949,67,92,BlackCat,"{host:OPS-SRV03,user:bpatel,process:wscript.exe,geo:DE,asn:AS25730}",beacon|infostealer|download|malware,Possible lateral movement,true
R01937,151.248.47.40,10.0.6.201,data-node.net,domain,1704573754,1704682030,62,60,LockBit,"{host:DEV-LT07,user:bpatel,process:chrome.exe,geo:RU,asn:AS44865}",infostealer|apt,Possible lateral movement,true
R01938,32.28.195.25,10.0.2.175,backup-sync.net,domain,1705729755,1706390644,54,45,Mirai,"{host:SALES-PC09,user:admin,process:cmd.exe,geo:RU,asn:AS1629}",lateral|loader|beacon,Requires further investigation,false
R01939,76.17.20.11,10.0.16.181,http://backup-sync.cn/stage.bin,url,1705562659,1707114941,83,78,Unknown,"{host:ENG-LT02,user:jdoe,process:outlook.exe,geo:DE,asn:AS40369}",recon|beacon|malware,Confirmed malicious beacon,true
R01940,12.95.26.98,10.0.19.223,http://data-node.top/update.bin,url,1705439904,1706236393,86,89,LockBit,"{host:DEV-LT07,user:analyst,process:chrome.exe,geo:IR,asn:AS64047}",apt|email,Automated detection alert,false
R01941,252.195.240.6,10.0.1.43,7a0f8265e78ec3a341cf8e380ea468fa,md5,1705573089,1705822685,75,80,APT29,"{host:ENG-LT02,user:bpatel,process:wscript.exe,geo:CN,asn:AS53063}",scanner|ransomware|beacon,Requires further investigation,true
R01942,15.102.51.248,10.0.18.72,http://secure-login.ru/panel.bin,url,1704076435,1705236493,53,71,TrickBot,"{host:SALES-PC09,user:asmith,process:outlook.exe,geo:CN,asn:AS64240}",scanner|c2|lateral,Confirmed malicious beacon,true
R01943,176.50.245.40,10.0.19.149,data-node.cn,domain,1704387786,1705346749,63,43,APT29,"{host:FIN-SRV02,user:asmith,process:outlook.exe,geo:CN,asn:AS28085}",loader|download|apt|scanner,Automated detection alert,false
R01944,49.13.27.45,10.0.2.74,126.83.104.209,ip,1705371670,1705925154,79,92,QakBot,"{host:FIN-SRV02,user:svc_backup,process:powershell.exe,geo:NL,asn:AS41742}",phishing|loader|scanner|c2,Suspicious download observed,false
R01945,211.94.164.91,10.0.15.188,data-node.xyz,domain,1705887012,1707540648,93,49,RedLine,"{host:EDGE-GW01,user:bpatel,process:rundll32.exe,geo:CN,asn:AS32113}",infostealer|dropper|malware,Confirmed malicious beacon,false
R01946,78.72.162.119,10.0.12.27,138.175.95.246,ip,1705556194,1706080406,81,48,TrickBot,"{host:EDGE-GW01,user:svc_backup,process:powershell.exe,geo:KP,asn:AS19414}",dropper|malware|c2,Suspicious download observed,true
R01947,28.242.200.74,10.0.7.135,secure-login.cn,domain,1704121242,1706035579,90,95,QakBot,"{host:FIN-SRV01,user:asmith,process:powershell.exe,geo:CN,asn:AS24572}",malware|dropper|scanner|ransomware,Confirmed malicious beacon,true
R01948,183.31.222.163,10.0.4.124,http://data-node.xyz/drop.bin,url,1705241473,1706522508,91,48,LockBit,"{host:HR-PC17,user:asmith,process:rundll32.exe,geo:NL,asn:AS35854}",recon|beacon|apt,Suspicious download observed,false
R01949,132.150.149.108,10.0.3.240,95571b0bed493b9bd6d4f48fd97125f2abdca23301d9349efcd19de9e4eeba9e,sha256,1704100647,1706066858,97,80,Unknown,"{host:EDGE-GW01,user:analyst,process:wscript.exe,geo:CN,asn:AS5232}",malware|dropper|c2,Requires further investigation,true
R01950,77.62.195.97,10.0.15.39,backup-sync.net,domain,1705541836,1705809362,86,99,TrickBot,"{host:DEV-LT07,user:asmith,process:chrome.exe,geo:DE,asn:AS3315}",apt|scanner|loader,Automated detection alert,false
R01951,60.131.42.107,10.0.7.13,fe975fe978e5f6842311e4f77a2ad303053ef58214cd65a11bc1d107f461fecf,sha256,1705467771,1706237268,88,78,Unknown,"{host:FIN-SRV02,user:admin,process:rundll32.exe,geo:NL,asn:AS26030}",dropper|infostealer,Automated detection alert,true
R01952,215.39.159.64,10.0.9.203,11.55.12.21,ip,1704190343,1704957605,47,91,Mirai,"{host:SALES-PC09,user:guest,process:wscript.exe,geo:NL,asn:AS16028}",beacon|email|dropper,Suspicious download observed,false
R01953,135.75.13.12,10.0.12.118,92f9b86092d54ff96698a0868c802360,md5,1704673410,1705055127,47,79,RedLine,"{host:FIN-SRV02,user:asmith,process:outlook.exe,geo:DE,asn:AS8738}",c2|download,Requires further investigation,true
R01954,143.214.54.212,10.0.11.254,73f42f25f293be16797b5f0cbdfe8c6f,md5,1704330060,,92,75,Emotet,"{host:HR-PC17,user:svc_backup,process:outlook.exe,geo:IR,asn:AS51597}",beacon|lateral|phishing,Confirmed malicious beacon,false
R01955,199.43.128.147,10.0.20.41,ae40c2188ce1e8b6ed5d002f950f8e70,md5,1705330607,1706054630,95,59,TrickBot,"{host:FIN-SRV01,user:jdoe,process:outlook.exe,geo:NL,asn:AS7330}",phishing|lateral|scanner|apt,Possible lateral movement,true
R01956,6.183.165.94,10.0.2.24,228.96.150.206,ip,1704299833,,89,100,QakBot,"{host:ENG-LT02,user:analyst,process:cmd.exe,geo:KP,asn:AS14373}",email|loader|ransomware|lateral,Confirmed malicious beacon,true
R01957,215.68.15.124,10.0.18.229,148.190.148.214,ip,1705963062,1707011839,45,96,Unknown,"{host:ENG-LT02,user:admin,process:cmd.exe,geo:DE,asn:AS1353}",download|phishing,Confirmed malicious beacon,true
R01958,45.93.125.123,10.0.3.218,e115e6983ba2b0df2b3d81a0bde8c0d33aa1de70409dd5f4e2cea2912384ad10,sha256,1705720789,,73,92,QakBot,"{host:DEV-LT07,user:analyst,process:chrome.exe,geo:DE,asn:AS28457}",apt|ransomware,Confirmed malicious beacon,false
R01959,228.22.202.235,10.0.9.17,http://auth-panel.ru/update.bin,url,1705981733,1706723819,55,51,Mirai,"{host:EDGE-GW01,user:svc_backup,process:outlook.exe,geo:DE,asn:AS49817}",beacon|ransomware,Automated detection alert,true
R01960,224.168.245.134,10.0.15.202,http://auth-panel.xyz/drop.bin,url,1705097660,1705727648,92,51,CobaltStrike,"{host:FIN-SRV01,user:asmith,process:chrome.exe,geo:CN,asn:AS22001}",download|lateral,Confirmed malicious beacon,false
